,000300.SH,000905.SH,399006.SZ,000906.SH,000852.SH,881001.WI
2018/3/20,0.000848304,0.003227988,0.011775064,0.001461128,0.000257063,0.00195848
2018/3/21,-0.004084136,-0.007207058,-0.018613708,-0.004889789,-0.007504777,-0.005542159
2018/3/22,-0.010022334,-0.004564475,-0.006932024,-0.008617609,-0.000940119,-0.005733787
2018/3/23,-0.028707334,-0.051477394,-0.050190183,-0.034591764,-0.053483147,-0.040147011
2018/3/26,-0.006413038,0.020010965,0.031626732,0.000296232,0.01754799,0.004743716
2018/3/27,0.008602273,0.02233053,0.035989703,0.012156709,0.025416182,0.016243535
2018/3/28,-0.018029275,-0.010179932,-0.00517105,-0.015975663,-0.006731261,-0.012316554
2018/3/29,0.01335886,0.01029839,0.00383254,0.012553343,0.007294021,0.011108586
2018/3/30,0.00114223,0.013236602,0.031644178,0.004318423,0.017113763,0.00803094
2018/4/2,-0.002970067,0.001181735,-0.000119496,-0.001870054,0.005472572,0.000531642
2018/4/3,-0.006287577,-0.010169171,-0.014621462,-0.007319135,-0.00970126,-0.007784905
2018/4/4,-0.001972075,-0.006934756,-0.019042974,-0.003287182,-0.008957173,-0.004009378
2018/4/9,-0.000501522,0.001323266,0.002635217,-1.97E-05,0.00144992,0.000659199
2018/4/10,0.019269417,0.006321808,-0.00333016,0.015846322,0.000316195,0.010996037
2018/4/11,0.002844413,0.003771648,-0.000487328,0.003087237,0.005808572,0.004270165
2018/4/12,-0.010082412,-0.005795999,-0.00421661,-0.008959012,-0.004758579,-0.007665662
2018/4/13,-0.007051467,-0.003990508,-0.001256452,-0.006246536,-0.000889137,-0.004886616
2018/4/16,-0.016088602,-0.002452454,0.007735692,-0.01249661,-0.00055519,-0.009812978
2018/4/17,-0.015810965,-0.020216235,-0.029894946,-0.016983186,-0.022810475,-0.018179365
2018/4/18,0.004705919,0.013546518,0.021597141,0.00705063,0.014714994,0.008912788
2018/4/19,0.012097076,0.005707194,-0.001088536,0.01039141,0.002371717,0.007714392
2018/4/20,-0.01337639,-0.020633306,-0.020586,-0.015304502,-0.021135959,-0.017205483
2018/4/23,0.001454829,-0.009678114,-0.016693268,-0.001486969,-0.010625014,-0.004037394
2018/4/24,0.02048758,0.022883588,0.030696999,0.021115508,0.021660078,0.021266001
2018/4/25,-0.003847312,0.00037422,0.006943257,-0.002739022,0.003849902,-0.000379984
2018/4/26,-0.019120686,-0.018700706,-0.02095755,-0.019010076,-0.018317847,-0.018588663
2018/4/27,0.000368101,0.002224188,0.013652965,0.00085703,0.001001423,0.00127194
2018/5/2,0.001801922,-0.000965759,-0.002229181,0.001071847,-0.004640103,-0.000783023
2018/5/3,0.007799352,0.009441409,0.013999117,0.008231625,0.009012097,0.008535328
2018/5/4,-0.004851569,-0.000221872,-0.006534025,-0.003631325,-0.002136091,-0.002630941
2018/5/7,0.015787005,0.018588768,0.02065234,0.016527996,0.017652095,0.016567211
2018/5/8,0.01160324,0.003766883,0.002446694,0.009526539,0.004748439,0.008401275
2018/5/9,-0.001820595,-0.002082388,-0.000570531,-0.001889566,-0.000484461,-0.001190568
2018/5/10,0.005538076,0.001880621,0.005146113,0.004574526,0.004239998,0.004765274
2018/5/11,-0.0051934,-0.008149759,-0.016393146,-0.005970152,-0.009912324,-0.007280398
2018/5/14,0.009412993,-0.003970446,-0.002070712,0.005904361,-0.00678588,0.00195587
2018/5/15,0.003786925,0.008883975,0.014763129,0.005110067,0.010528116,0.007156763
2018/5/16,-0.007964456,-0.002740621,-0.00610147,-0.006603327,-0.00577791,-0.005777334
2018/5/17,-0.00739652,-0.005045095,-0.008377382,-0.00678144,-0.004739257,-0.005396201
2018/5/18,0.0100964,0.003577501,0.003030464,0.008388229,0.004478616,0.007135558
2018/5/21,0.004657469,0.012851956,0.014006721,0.006794464,0.011534828,0.008959793
2018/5/22,-0.003833989,0.003410264,0.007258384,-0.001933422,0.004069526,0.000762046
2018/5/23,-0.013216295,-0.012975695,-0.016005389,-0.013152848,-0.010723041,-0.01192384
2018/5/24,-0.007099472,-0.003529571,-0.004101089,-0.006157704,-0.003576211,-0.0047033
2018/5/25,-0.00280073,-0.012485872,-0.018414898,-0.005362476,-0.013133087,-0.006268118
2018/5/28,0.004391958,-0.004483948,-0.004231196,0.002061057,-0.007803301,-0.001540269
2018/5/29,-0.007630737,-0.009474556,-0.012948648,-0.008111766,-0.008263321,-0.00808749
2018/5/30,-0.021197871,-0.026194658,-0.026739837,-0.022499719,-0.031748334,-0.026372092
2018/5/31,0.021218264,0.01265031,0.010151552,0.018994453,0.013278383,0.01815419
2018/6/1,-0.008359721,-0.012053073,-0.019610119,-0.009312363,-0.011312487,-0.009666088
2018/6/4,0.009809873,-0.000345974,-0.003871141,0.007197579,-0.004504245,0.003614736
2018/6/5,0.009911366,0.016879587,0.02535824,0.011690308,0.016218927,0.013301526
2018/6/6,-0.002071429,-0.000834095,-0.001641074,-0.001753907,0.000641946,-0.00010639
2018/6/7,-0.001651738,-0.006276114,-0.007384207,-0.002839521,-0.007213067,-0.003531753
2018/6/8,-0.013416008,-0.011975303,-0.010895095,-0.01304723,-0.010984761,-0.011685052
2018/6/11,9.68E-05,-0.006516939,-0.01338253,-0.001568123,-0.008704123,-0.003752164
2018/6/12,0.012161857,0.010828416,0.014301933,0.011827831,0.007674996,0.010191835
2018/6/13,-0.009831353,-0.015163104,-0.015690154,-0.011165579,-0.017229753,-0.012464958
2018/6/14,-0.00395255,-0.003582279,-0.007459184,-0.003860288,-0.005287915,-0.003977693
2018/6/15,-0.005282208,-0.018433518,-0.018918504,-0.008560295,-0.021790989,-0.011782332
2018/6/19,-0.035252307,-0.062406739,-0.05757419,-0.041953427,-0.068410752,-0.049524547
2018/6/20,0.003956514,0.011024349,0.010759946,0.00566322,0.011904221,0.007165475
2018/6/21,-0.011684571,-0.020995198,-0.026932218,-0.013944818,-0.023506291,-0.016587919
2018/6/22,0.004436336,0.013925543,0.01839051,0.006723465,0.0154783,0.009484645
2018/6/25,-0.013418725,-0.006800129,-0.007159955,-0.011811965,-0.00522273,-0.009219559
2018/6/26,-0.00824791,0.006877926,0.017127908,-0.004557212,0.008395694,1.85E-05
2018/6/27,-0.020347448,-0.009841592,-0.011940502,-0.017754621,-0.008958655,-0.013573398
2018/6/28,-0.0103307,-0.01064453,-0.001660683,-0.010408764,-0.011811055,-0.010360278
2018/6/29,0.025546472,0.032176357,0.040845036,0.027195511,0.030251886,0.028008248
2018/7/2,-0.029342397,-0.015137077,-0.011415094,-0.025791971,-0.012560034,-0.021323888
2018/7/3,0.000386242,0.011354576,0.011803518,0.003157299,0.011465717,0.006436758
2018/7/4,-0.013355547,-0.014582603,-0.025829957,-0.013668081,-0.01801724,-0.015106705
2018/7/5,-0.006335018,-0.027059481,-0.021034288,-0.011608651,-0.026906799,-0.015940171
2018/7/6,0.006786902,0.002783034,0.005633665,0.005783986,0.00409516,0.005676105
2018/7/9,0.02795173,0.022199123,0.026352004,0.026515095,0.021019093,0.024825933
2018/7/10,0.002408603,0.005674324,0.006982546,0.003220752,0.006788714,0.005137583
2018/7/11,-0.01729936,-0.019541607,-0.018812335,-0.017858351,-0.023256995,-0.019047047
2018/7/12,0.021577567,0.027073563,0.033028547,0.022945352,0.026879135,0.024580641
2018/7/13,0.003342032,0.006125139,0.002372552,0.004037445,0.00366789,0.004273883
2018/7/16,-0.005899121,-0.001726553,-0.000958131,-0.004853982,0.00094831,-0.002784621
2018/7/17,-0.006540334,0.00019185,0.002918711,-0.004848808,0.00152947,-0.00216356
2018/7/18,-0.005234162,-0.007613376,-0.008477695,-0.005835212,-0.005552066,-0.005424566
2018/7/19,-0.000868382,-0.008786581,-0.011083386,-0.002865108,-0.011498095,-0.00558571
2018/7/20,0.018828571,0.012506439,0.012253978,0.017243789,0.011028474,0.015574753
2018/7/23,0.00940667,0.007487984,0.007098515,0.00892797,0.007416302,0.008281211
2018/7/24,0.015870494,0.017383417,0.005327848,0.016247507,0.016107086,0.01603097
2018/7/25,-0.001103804,0.000757054,0.001663466,-0.000639439,0.002356131,0.000126906
2018/7/26,-0.011601307,-0.006626535,-0.016053895,-0.010358142,-0.003941282,-0.007530065
2018/7/27,-0.004247075,-0.00458682,-0.007189957,-0.004332299,-0.005818376,-0.004591305
2018/7/30,-0.00174584,-0.01221868,-0.021903496,-0.004372117,-0.014420359,-0.007383778
2018/7/31,0.000733241,0.000687656,0.001036649,0.000721874,-0.001170275,0.000658334
2018/8/1,-0.019975968,-0.016062257,-0.012424279,-0.019002204,-0.015577325,-0.017756894
2018/8/2,-0.022170494,-0.021420977,-0.020606604,-0.021983461,-0.023900127,-0.022338776
2018/8/3,-0.01651578,-0.013262979,-0.018860561,-0.015703655,-0.013175576,-0.014236868
2018/8/6,-0.012671946,-0.021197667,-0.027545101,-0.014805337,-0.021118112,-0.016314688
2018/8/7,0.029205235,0.027277546,0.026822196,0.028725989,0.026240855,0.027529145
2018/8/8,-0.01613657,-0.015393257,-0.0214162,-0.015952031,-0.01664041,-0.015377487
2018/8/9,0.025048156,0.025448649,0.034432233,0.02514762,0.022377751,0.023614143
2018/8/10,0.002204337,0.00514339,0.009415692,0.002934638,0.006420538,0.004042942
2018/8/13,-0.004309814,0.004922061,0.012987369,-0.002010912,0.005078391,-0.000176683
2018/8/14,-0.005141189,-0.003440406,-0.008390819,-0.004714702,-0.003381729,-0.003831318
2018/8/15,-0.023996374,-0.020857332,-0.026332257,-0.023208264,-0.020357283,-0.021491748
2018/8/16,-0.00463199,-0.009008077,-0.009897898,-0.005733006,-0.012180093,-0.007490456
2018/8/17,-0.014376477,-0.01745831,-0.020197124,-0.015149312,-0.018158766,-0.015706447
2018/8/20,0.011651526,0.006167505,0.000965206,0.010279518,0.003821107,0.008009649
2018/8/21,0.018180153,0.012276677,0.014823672,0.016709179,0.011441259,0.01454412
2018/8/22,-0.005619589,-0.011235082,-0.011956918,-0.007012695,-0.011558814,-0.008277907
2018/8/23,0.003649143,0.005508931,0.011080257,0.004108572,0.006069623,0.004999329
2018/8/24,0.001599084,-0.002339059,-0.003717549,0.000624872,-0.003348646,0.000183438
2018/8/27,0.024430263,0.022211539,0.029888948,0.023883035,0.02213036,0.022455918
2018/8/28,-0.001879601,0.002851112,-0.000219093,-0.000714719,0.00079199,-0.000174888
2018/8/29,-0.003998888,-0.006482742,-0.007979475,-0.004612762,-0.005692364,-0.00497487
2018/8/30,-0.010476489,-0.015143645,-0.015714038,-0.011627811,-0.017188769,-0.013006042
2018/8/31,-0.004950801,-0.010745099,-0.015580802,-0.006375096,-0.011004804,-0.007515393
2018/9/3,-0.003802305,0.004994845,0.005913599,-0.001649383,-0.000767045,-0.001710466
2018/9/4,0.012665809,0.010623879,0.008183903,0.012162714,0.011682048,0.011864984
2018/9/5,-0.019547915,-0.015386908,-0.017356752,-0.018524324,-0.015772164,-0.017111755
2018/9/6,-0.010690992,-0.004504412,-0.005152982,-0.009164291,-0.003972716,-0.00691006
2018/9/7,0.004524529,-0.000327016,0.001657917,0.003321642,0.001950141,0.003307258
2018/9/10,-0.014515214,-0.018135169,-0.024140684,-0.015409466,-0.019640465,-0.016226713
2018/9/11,-0.00181312,-0.000419777,0.003123043,-0.001469856,0.000336397,-0.0006979
2018/9/12,-0.00688131,-0.001898593,-0.006716259,-0.005652507,-0.001115668,-0.003635065
2018/9/13,0.010787362,0.005802716,0.003956498,0.0095531,0.007796873,0.008960235
2018/9/14,0.001706747,-0.010830312,-0.017763366,-0.001386061,-0.010130865,-0.00426666
2018/9/17,-0.011464147,-0.014494356,-0.012285399,-0.012204605,-0.015560742,-0.013287883
2018/9/18,0.020128256,0.017624647,0.020393154,0.019517868,0.017755579,0.018669708
2018/9/19,0.013167548,0.011399111,0.010963385,0.012737234,0.010709345,0.01218868
2018/9/20,-0.0007114,-0.000720472,-0.003435357,-0.000713609,-0.003707657,-0.00134388
2018/9/21,0.030319029,0.015154705,0.016935338,0.026633838,0.01213874,0.021948383
2018/9/25,-0.008996168,-0.002635553,-0.003765097,-0.007467692,-0.003191697,-0.005989376
2018/9/26,0.011076677,0.004815786,0.010630058,0.009564851,0.004276302,0.008092685
2018/9/27,-0.003994772,-0.012511404,-0.014351929,-0.006041631,-0.01422497,-0.00898835
2018/9/28,0.010363968,0.00953623,0.007841202,0.01016634,0.008407724,0.009666509
2018/10/8,-0.043027599,-0.032127581,-0.040860961,-0.040426522,-0.034054504,-0.038009026
2018/10/9,-0.000671002,-0.002496291,-0.005701828,-0.001110366,0.000269666,0.000197053
2018/10/10,-0.002156725,-0.001080111,0.000558563,-0.001897945,-0.001308601,-0.000508685
2018/10/11,-0.047990007,-0.069648968,-0.062984419,-0.053200159,-0.073937435,-0.058881924
2018/10/12,0.014920167,-0.006822064,0.005168783,0.009780786,-0.006491035,0.004784366
2018/10/15,-0.013963552,-0.018438861,-0.014338553,-0.015004001,-0.015541185,-0.014261923
2018/10/16,-0.008149111,-0.023688133,-0.026820594,-0.011750058,-0.022413131,-0.014531836
2018/10/17,0.005570024,0.008220172,0.01247215,0.006176776,0.007280483,0.006782878
2018/10/18,-0.023684627,-0.027803326,-0.021780127,-0.02462947,-0.033258566,-0.027158038
2018/10/19,0.02974443,0.027255208,0.037225752,0.029175271,0.022120866,0.026496702
2018/10/22,0.043167481,0.04969957,0.052048837,0.044658233,0.04986837,0.045642625
2018/10/23,-0.02655665,-0.018367354,-0.017406813,-0.024678594,-0.016547373,-0.02118192
2018/10/24,0.001500302,-0.001896695,-0.006155771,0.000716249,-0.000343681,0.000792196
2018/10/25,0.001915374,-0.002606909,-0.008176451,0.000874292,-0.007361125,-0.00122434
2018/10/26,-0.006471949,-0.000109177,-0.008177431,-0.005012261,0.00325575,-0.002327273
2018/10/29,-0.030484318,-0.016871445,-0.010060655,-0.027345965,-0.014399763,-0.022824357
2018/10/30,0.01084589,0.010094088,0.007571815,0.010670689,0.009297998,0.010859452
2018/10/31,0.01400619,0.01617522,0.012402337,0.014511321,0.01474952,0.014671149
2018/11/1,0.007359448,0.006186443,0.008429301,0.007085908,0.006390746,0.006125008
2018/11/2,0.035634402,0.032324361,0.048162655,0.034863117,0.030582245,0.032417535
2018/11/5,-0.008330807,0.000649355,0.000442416,-0.006243425,0.007454575,-0.001699043
2018/11/6,-0.006033005,-0.000614953,0.000172588,-0.004764906,0.001067265,-0.00341008
2018/11/7,-0.00654928,-0.005173502,-0.002476376,-0.00622592,-0.002231774,-0.005007322
2018/11/8,-0.002835709,-0.007430666,-0.012020573,-0.003916811,-0.004454198,-0.003451814
2018/11/9,-0.014109148,-0.003129455,-0.005084346,-0.011535724,-0.002441902,-0.009059792
2018/11/12,0.011901236,0.025883219,0.034743597,0.015206161,0.029845812,0.0195457
2018/11/13,0.01005934,0.018262538,0.01699617,0.012018752,0.019820193,0.014271737
2018/11/14,-0.010020318,-0.003950052,-0.004541847,-0.008561426,0.000162344,-0.005829956
2018/11/15,0.011678462,0.016346949,0.014083166,0.012805661,0.016668636,0.014035604
2018/11/16,0.004719385,0.008503026,-0.00139833,0.005636141,0.010859399,0.006927796
2018/11/19,0.011336188,0.002498446,-0.006330085,0.009188679,0.003758276,0.007461908
2018/11/20,-0.023127369,-0.02853676,-0.028016136,-0.024433104,-0.026425982,-0.024859313
2018/11/21,0.002511863,0.003796274,0.005676902,0.002820603,0.007305749,0.004473948
2018/11/22,-0.003739201,-0.000735135,-0.006679758,-0.003016436,0.000638452,-0.001791859
2018/11/23,-0.022073014,-0.038793526,-0.033373373,-0.026105196,-0.042888246,-0.031406548
2018/11/26,-0.000709979,-0.001669233,-0.003195061,-0.000938276,-0.001806439,-0.001562758
2018/11/27,-0.00127405,0.004622731,0.008336622,0.000128399,0.008181851,0.00243327
2018/11/28,0.013289159,0.012354081,0.01949959,0.013065768,0.012186717,0.012518011
2018/11/29,-0.012984987,-0.02164723,-0.02115223,-0.015052995,-0.023522431,-0.017900773
2018/11/30,0.01116624,0.007121541,0.012700536,0.010207101,0.006678162,0.008965471
2018/12/3,0.027818728,0.031650318,0.032650651,0.02872457,0.0331548,0.029611002
2018/12/4,0.002072801,0.004659157,0.00434122,0.002685986,0.00913651,0.004560958
2018/12/5,-0.004806241,-0.007386849,0.002185525,-0.005419277,-0.006020817,-0.00574634
2018/12/6,-0.021627002,-0.020346383,-0.026057943,-0.021323394,-0.017869826,-0.019841293
2018/12/7,-3.41E-05,-2.93E-05,-0.003523732,-3.29E-05,0.000209072,3.67E-05
2018/12/10,-0.011567108,-0.011708814,-0.010567265,-0.011600744,-0.011683843,-0.011349869
2018/12/11,0.004786593,0.008317367,0.008464422,0.00562444,0.009377317,0.006384793
2018/12/12,0.003415832,-0.000511014,0.000487191,0.002481481,-0.000349012,0.001749549
2018/12/13,0.015480684,0.011342938,0.007300348,0.014499137,0.009514028,0.012490858
2018/12/14,-0.016703925,-0.023869221,-0.028213712,-0.01839838,-0.025574275,-0.020601545
2018/12/17,-0.001489082,-0.001488551,-0.008609893,-0.001488973,-0.003158176,-0.001290059
2018/12/18,-0.010366359,-0.005398501,-0.004494854,-0.009170678,-0.006616963,-0.008295083
2018/12/19,-0.011923246,-0.013783309,-0.018959665,-0.012372815,-0.013752222,-0.012395015
2018/12/20,-0.007669892,0.00279251,0.007363885,-0.00514476,0.003794263,-0.001877347
2018/12/21,-0.012395381,-0.006718076,-0.006144001,-0.011014472,-0.007211691,-0.009786743
2018/12/24,0.002905861,0.010299295,0.011042945,0.004712036,0.008972903,0.005751569
2018/12/25,-0.006884541,-0.01151172,-0.008475144,-0.00802123,-0.009586849,-0.008792502
2018/12/26,-0.005053821,-0.004048527,-0.007363556,-0.004807711,-0.004456634,-0.004012551
2018/12/27,-0.003839732,-0.011200228,-0.012652541,-0.005642868,-0.01553998,-0.009084346
2018/12/28,0.006737289,0.00162597,0.001962139,0.005492422,0.001213813,0.004233079
2019/1/2,-0.013657599,-0.008656259,-0.017399567,-0.012444213,-0.004852931,-0.009439349
2019/1/3,-0.001580449,-0.004634535,-0.011613188,-0.00232425,-0.007183128,-0.003332238
2019/1/4,0.023958106,0.023845417,0.025244857,0.023930754,0.02765342,0.024575198
2019/1/7,0.006070377,0.018391601,0.018392544,0.009063881,0.021399996,0.012662863
2019/1/8,-0.002160722,-0.002571331,-0.003586665,-0.002261411,-0.001984198,-0.001808146
2019/1/9,0.010096914,0.002682769,-0.000786302,0.008279526,0.002116888,0.006579258
2019/1/10,-0.001880638,-0.00161144,-0.002794498,-0.001815032,-0.002667334,-0.001980738
2019/1/11,0.007189735,0.007710457,0.002042671,0.007316708,0.008538603,0.007604236
2019/1/14,-0.008722338,-0.006565264,-0.012334646,-0.008196125,-0.005933148,-0.00707314
2019/1/15,0.019625205,0.014185799,0.016272159,0.018296102,0.010878152,0.015477468
2019/1/16,0.000211414,-0.002410109,0.000813647,-0.000426529,-0.001500721,-0.000797371
2019/1/17,-0.005508731,-0.007643079,-0.012539288,-0.006027043,-0.008993947,-0.006980089
2019/1/18,0.018241561,0.010242369,0.01445637,0.016301719,0.006728945,0.012904862
2019/1/21,0.00551185,0.005939103,0.00416249,0.005614832,0.006202992,0.005367152
2019/1/22,-0.01328441,-0.014949013,-0.017689046,-0.013685806,-0.011150691,-0.012287375
2019/1/23,-0.000720226,0.001725247,-0.000888409,-0.000131299,0.001405413,0.000485217
2019/1/24,0.005644126,0.005210158,0.01121717,0.005539446,0.005656606,0.005306643
2019/1/25,0.008132218,-0.004547609,0.000263603,0.005073908,-0.005997415,0.001293401
2019/1/28,-0.000217273,-0.002598646,-0.00454447,-0.000786164,-0.008148014,-0.003208846
2019/1/29,0.00320126,-0.012289157,-0.012821185,-0.000492389,-0.017580084,-0.005968945
2019/1/30,-0.007979693,-0.010028471,-0.010270653,-0.008462448,-0.014903104,-0.010402197
2019/1/31,0.010462483,-0.008345855,-0.0023005,0.006037597,-0.015237969,-0.00113312
2019/2/1,0.014293955,0.028204582,0.035250187,0.017519771,0.029214214,0.020174143
2019/2/11,0.018191616,0.025288864,0.035258944,0.01985477,0.028740781,0.022283786
2019/2/12,0.007216996,0.008316899,0.012287835,0.007476093,0.013869115,0.009637838
2019/2/13,0.020025701,0.016426185,0.019061671,0.019176838,0.0179721,0.018668083
2019/2/14,0.001505051,0.00437928,0.003147093,0.002181055,0.00424774,0.003017737
2019/2/15,-0.018645792,-0.006494704,-0.003012031,-0.015781758,-0.001366033,-0.010751031
2019/2/18,0.032060368,0.035148461,0.041068282,0.03279511,0.035479415,0.033018976
2019/2/19,-0.001781037,0.001348338,-0.005349957,-0.001034787,0.00422329,0.000757264
2019/2/20,0.003581658,7.30E-05,0.00166731,0.002742977,0.000662463,0.002763792
2019/2/21,-0.002671464,-0.001817027,0.002948916,-0.002467781,-0.003902002,-0.002564457
2019/2/22,0.022485977,0.025359728,0.030982524,0.02317152,0.022606898,0.022710465
2019/2/25,0.059476668,0.055899573,0.054983355,0.058621377,0.052324818,0.056212947
2019/2/26,-0.0120096,-0.001150417,0.006909659,-0.009419511,-9.20E-05,-0.006486518
2019/2/27,-0.001710156,-0.004100252,-0.017173772,-0.002284997,-0.002532591,-0.001942323
2019/2/28,-0.002452648,0.00147614,0.010037428,-0.001509459,0.003778468,-0.000252288
2019/3/1,0.021895855,0.008344531,0.020963151,0.018632836,0.006383628,0.015392566
2019/3/4,0.011838155,0.01796283,0.033061859,0.013298017,0.021984406,0.015891268
2019/3/5,0.005774539,0.02656738,0.035102582,0.010753497,0.031375034,0.016442419
2019/3/6,0.00840592,0.017891681,0.014273522,0.01071289,0.021694511,0.014881694
2019/3/7,-0.010197422,0.012724587,-0.004751613,-0.004583139,0.017366222,0.00280738
2019/3/8,-0.039715587,-0.039005387,-0.022412334,-0.039538595,-0.041512056,-0.040552221
2019/3/11,0.019787843,0.040162629,0.04431354,0.024867825,0.043140343,0.02953661
2019/3/12,0.00680901,0.017341513,0.026409922,0.009474208,0.022094664,0.013933751
2019/3/13,-0.008296906,-0.022723587,-0.044868976,-0.011975976,-0.023233495,-0.015527656
2019/3/14,-0.006903051,-0.023293081,-0.025783825,-0.011037387,-0.03028703,-0.017615777
2019/3/15,0.012577904,0.01141951,0.007536543,0.012289336,0.015496391,0.013304583
2019/3/18,0.028502739,0.026529963,0.026724701,0.028011695,0.024101157,0.026407642
2019/3/19,-0.004617462,0.003816834,0.001065167,-0.002521132,0.004321064,-0.000244523
2019/3/20,0.000385267,-0.001157967,-0.012273752,-7.53E-07,-0.002648812,-0.000139298
2019/3/21,0.00037847,0.013360273,0.009452278,0.003621804,0.010878713,0.006076087
2019/3/22,-0.000805339,0.005843515,-0.005862648,0.000872255,0.003990777,0.001814454
2019/3/25,-0.023729999,-0.012889949,-0.01477337,-0.020981371,-0.008830392,-0.016807181
2019/3/26,-0.011324707,-0.027892175,-0.023160381,-0.01556033,-0.029032472,-0.019242132
2019/3/27,0.011606461,0.00982428,0.004651297,0.011156548,0.006593768,0.009036756
2019/3/28,-0.004005062,-0.014272728,-0.006688412,-0.006593777,-0.013500941,-0.009074189
2019/3/29,0.038608004,0.033059333,0.04101797,0.037220119,0.028418995,0.033972345
2019/4/1,0.026233949,0.037886595,0.039765345,0.029136897,0.038320636,0.03162232
2019/4/2,-0.000665035,0.00307612,-0.00382505,0.000275615,0.006062319,0.002314055
2019/4/3,0.012809808,0.010472977,0.007993357,0.012220751,0.010052531,0.011651523
2019/4/4,0.009963386,0.006086425,0.005137887,0.008987725,0.003696239,0.007601716
2019/4/8,-0.001231417,-0.004075222,-0.021160461,-0.001944978,-0.004769212,-0.002430341
2019/4/9,0.00448619,0.001781371,0.00087115,0.003808817,0.002442645,0.003321537
2019/4/10,0.002556025,-0.001243674,-0.008347373,0.001606508,-0.001557218,0.000485925
2019/4/11,-0.021603648,-0.021123065,-0.020578855,-0.021483911,-0.02064831,-0.020001028
2019/4/12,-0.002241607,-0.002236233,0.002735018,-0.002240264,-0.000940781,-0.001310998
2019/4/15,-0.003282441,-0.010217246,-0.01700289,-0.005011096,-0.008056114,-0.006192372
2019/4/16,0.027735888,0.021398334,0.018376419,0.026164336,0.02110826,0.023787226
2019/4/17,0.00035506,0.005317231,0.01172799,0.001579633,0.008788325,0.004143916
2019/4/18,-0.003710206,-0.005605944,-0.00750566,-0.004179782,-0.005015326,-0.00477578
2019/4/19,0.01191837,0.00606195,0.006599056,0.01046976,0.008448898,0.009554343
2019/4/22,-0.023054099,-0.014997488,-0.010655759,-0.021069953,-0.010088786,-0.017318252
2019/4/23,-0.001640894,-0.016595948,-0.008077763,-0.005346817,-0.018390544,-0.009221671
2019/4/24,0.002757747,0.009179571,0.020813695,0.004331113,0.012359328,0.00642068
2019/4/25,-0.021903414,-0.038964242,-0.028430934,-0.026103518,-0.041194151,-0.030251282
2019/4/26,-0.013329186,-0.00923139,-0.007277582,-0.0123337,-0.011106853,-0.012998282
2019/4/29,0.002843486,-0.026336667,-0.025459815,-0.004267595,-0.036318014,-0.015278494
2019/4/30,0.003301538,0.007968492,0.005054108,0.004413661,0.010627206,0.006436915
2019/5/6,-0.058416017,-0.07513087,-0.079379811,-0.062413189,-0.07662579,-0.065824206
2019/5/7,0.009784355,0.013161245,0.006206023,0.010580941,0.012515386,0.011246419
2019/5/8,-0.014301463,-0.005159926,-0.014819331,-0.01213951,-0.003717669,-0.009393036
2019/5/9,-0.018475279,-0.011991147,-0.008366102,-0.016930963,-0.010376712,-0.0141605
2019/5/10,0.036322804,0.035985136,0.043822235,0.036241969,0.039654172,0.036305517
2019/5/13,-0.01654647,-0.011535323,-0.020084216,-0.015347543,-0.007329209,-0.012275026
2019/5/14,-0.006425992,-0.008048895,-0.005629365,-0.006815776,-0.006916142,-0.006874219
2019/5/15,0.022479731,0.022342179,0.022807323,0.022446721,0.022010556,0.022267348
2019/5/16,0.004526639,0.006264839,0.003256707,0.004943557,0.007452738,0.00548217
2019/5/17,-0.025428293,-0.032452615,-0.035810579,-0.027115325,-0.035512761,-0.029437717
2019/5/20,-0.008487402,-0.003848254,-0.006381817,-0.007379322,-0.003345947,-0.006451982
2019/5/21,0.013539693,0.017530734,0.016609554,0.01449684,0.019742755,0.015640439
2019/5/22,-0.004744386,-0.006682725,-0.00340694,-0.005210645,-0.004174088,-0.004787471
2019/5/23,-0.017924965,-0.020792711,-0.025111603,-0.01861374,-0.023650256,-0.019340583
2019/5/24,0.00277606,-0.006395118,-0.005166668,0.000578187,-0.012728703,-0.00270541
2019/5/27,0.012043472,0.025030106,0.033388752,0.015134017,0.029584058,0.019898052
2019/5/28,0.009640225,-0.001503441,0.008855113,0.006962054,-2.03E-05,0.005864615
2019/5/29,-0.002274212,0.000278136,-0.004830573,-0.001665979,0.004106265,0.000197319
2019/5/30,-0.006202583,-0.006145176,-0.008445134,-0.006188864,-0.006422788,-0.005552608
2019/5/31,-0.003129203,-0.002923533,-0.001066964,-0.003080133,-0.001447516,-0.001545901
2019/6/3,0.000612542,-0.01184552,-0.00989177,-0.002360384,-0.01484258,-0.006107477
2019/6/4,-0.009236229,-0.012032267,-0.00865484,-0.009897124,-0.017905895,-0.011954262
2019/6/5,-0.000378383,-0.002416559,-0.00349606,-0.000859091,-0.000486671,-0.000126741
2019/6/6,-0.009014805,-0.021957348,-0.024202016,-0.012062655,-0.024748582,-0.015881658
2019/6/10,0.012922823,0.009934183,0.010791882,0.012226085,0.013544127,0.012014962
2019/6/11,0.030058186,0.037290613,0.039133199,0.031740476,0.037397197,0.03344381
2019/6/12,-0.007576797,-0.007748713,-0.009042391,-0.007617,-0.00467674,-0.006103218
2019/6/13,-0.001544907,0.002911139,0.004023202,-0.000502995,0.005551193,0.002216184
2019/6/14,-0.008279551,-0.016836754,-0.017483759,-0.01028746,-0.022863889,-0.013556017
